LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,ParameterList
3907,Jul,23,19:24:50,elk-anis-test,systemd,1,Started Apply the settings specified in cloud-config.,d48b7433,Started Apply the settings specified in cloud-config.,[]
3908,Jul,23,19:24:50,elk-anis-test,systemd,1,Starting Execute cloud user/final scripts...,28ff74fe,Starting Execute cloud user/final scripts...,[]
3909,Jul,23,19:24:51,elk-anis-test,chronyd,745,Selected source 162.159.200.1,37eb63f4,Selected source <*>,['162.159.200.1']
3910,Jul,23,19:24:51,elk-anis-test,chronyd,745,System clock TAI offset set to 37 seconds,916f4ee6,System clock TAI offset set to 37 seconds,[]
3911,Jul,23,19:24:51,elk-anis-test,chronyd,745,"System clock wrong by 1.068821 seconds, adjustment started",88062da3,"System clock wrong by <*> seconds, adjustment started",['1.068821']
3912,Jul,23,19:24:51,elk-anis-test,chronyd,745,System clock was stepped by 1.068821 seconds,12a2dd10,System clock was stepped by <*> seconds,['1.068821']
3913,Jul,23,19:24:52,elk-anis-test,cloud-init,1081,"Cloud-init v. 19.4 running 'modules:final' at Fri, 23 Jul 2021 19:24:52 +0000. Up 18.35 seconds.",bc885629,Cloud-init v. 19.4 running <*> at <*> <*> Jul 2021 <*> +0000. Up <*> seconds.,"[""'modules:final'"", 'Fri, 23', '19:24:52', '18.35']"
3914,Jul,23,19:24:52,elk-anis-test,cloud-init,1081,"Cloud-init v. 19.4 finished at Fri, 23 Jul 2021 19:24:52 +0000. Datasource DataSourceEc2Local.  Up 18.46 seconds",bec942e3,Cloud-init v. 19.4 finished at <*> <*> Jul 2021 <*> +0000. Datasource DataSourceEc2Local. Up <*> seconds,"['Fri, 23', '19:24:52', '18.46']"
3915,Jul,23,19:24:52,elk-anis-test,echo,1150,trying to reload or restart NetworkManager.service,598f8e78,trying to reload or restart NetworkManager.service,[]
3916,Jul,23,19:24:52,elk-anis-test,systemd,1,Reloading Network Manager.,70208b68,Reloading Network Manager.,[]
3917,Jul,23,19:24:52,elk-anis-test,NetworkManager,824,"<info>  [1627068292.8461] audit: op=""reload"" arg=""0"" pid=1154 uid=0 result=""success""",404f5cc5,"<info> <*> audit: op=""reload"" arg=""0"" <*> uid=0 result=""success""","['<info>', '[1627068292.8461]', 'pid=1154']"
3918,Jul,23,19:24:52,elk-anis-test,NetworkManager,824,<info>  [1627068292.8463] config: signal: SIGHUP (no changes from disk),06a2d5a5,<info> <*> config: signal: SIGHUP (no changes from disk),"['<info>', '[1627068292.8463]']"
3919,Jul,23,19:24:52,elk-anis-test,systemd,1,Reloaded Network Manager.,c49f01a1,Reloaded Network Manager.,[]
3920,Jul,23,19:24:52,elk-anis-test,systemd,1,Started Execute cloud user/final scripts.,0303ede2,Started Execute cloud user/final scripts.,[]
3921,Jul,23,19:24:52,elk-anis-test,systemd,1,Reached target Cloud-init target.,c7e9f437,Reached target Cloud-init target.,[]
3922,Jul,23,19:24:53,elk-anis-test,kdumpctl,933,kexec: loaded kdump kernel,aec9364c,kexec: loaded kdump kernel,[]
3923,Jul,23,19:24:53,elk-anis-test,kdumpctl,933,Starting kdump: [OK],c18c8af7,Starting kdump: [OK],[]
3924,Jul,23,19:24:53,elk-anis-test,systemd,1,Started Crash recovery kernel arming.,dc4b8411,Started Crash recovery kernel arming.,[]
3925,Jul,23,19:24:53,elk-anis-test,systemd,1,Startup finished in 1.322s (kernel) + 4.667s (initrd) + 13.587s (userspace) = 19.578s.,24a64498,Startup finished in <*> (kernel) + <*> (initrd) + <*> (userspace) = <*>,"['1.322s', '4.667s', '13.587s', '19.578s.']"
3926,Jul,23,19:24:57,elk-anis-test,systemd,1,NetworkManager-dispatcher.service: Succeeded.,1dad2c1c,NetworkManager-dispatcher.service: Succeeded.,[]
3927,Jul,23,19:24:59,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:24:59Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:24:59Z ingest/muxer.go:1360']
3928,Jul,23,19:24:59,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:24:59Z ingest/muxer.go:1368 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:24:59Z ingest/muxer.go:1368']
3929,Jul,23,19:24:59,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:24:59Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:24:59Z ingest/muxer.go:1370']
3930,Jul,23,19:24:59,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:24:59Z ingest/muxer.go:1378 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:24:59Z ingest/muxer.go:1378']
3931,Jul,23,19:24:59,elk-anis-test,gravwell_collectd,937,2021-07-23T19:24:59Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:24:59Z ingest/muxer.go:1360']
3932,Jul,23,19:24:59,elk-anis-test,gravwell_collectd,937,2021-07-23T19:24:59Z ingest/muxer.go:1368 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:24:59Z ingest/muxer.go:1368']
3933,Jul,23,19:24:59,elk-anis-test,gravwell_network_capture,928,2021-07-23T19:24:59Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:24:59Z ingest/muxer.go:1370']
3934,Jul,23,19:24:59,elk-anis-test,gravwell_network_capture,928,2021-07-23T19:24:59Z ingest/muxer.go:1378 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:24:59Z ingest/muxer.go:1378']
3935,Jul,23,19:24:59,elk-anis-test,gravwell_netflow_capture,939,2021-07-23T19:24:59Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:24:59Z ingest/muxer.go:1360']
3936,Jul,23,19:24:59,elk-anis-test,gravwell_netflow_capture,939,2021-07-23T19:24:59Z ingest/muxer.go:1368 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:24:59Z ingest/muxer.go:1368']
3937,Jul,23,19:24:59,elk-anis-test,gravwell_http_ingester,934,2021-07-23T19:24:59Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:24:59Z ingest/muxer.go:1370']
3938,Jul,23,19:24:59,elk-anis-test,gravwell_http_ingester,934,2021-07-23T19:24:59Z ingest/muxer.go:1378 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:24:59Z ingest/muxer.go:1378']
3939,Jul,23,19:25:02,elk-anis-test,gravwell_webserver,936,"All connections failed, waiting 10s for backend ......... Failed to connect to indexer, starting",ba557592,"All connections failed, waiting 10s for backend ......... Failed to connect to indexer, starting",[]
3940,Jul,23,19:25:02,elk-anis-test,gravwell_webserver,936,1 connections failed,26ff42cf,1 connections failed,[]
3941,Jul,23,19:25:02,elk-anis-test,gravwell_webserver,936,#011Error: dial tcp 127.0.0.1:9404: connect: connection refused,d81b9c0b,#011Error: dial tcp <*>:9404: connect: connection refused,['127.0.0.1']
3942,Jul,23,19:25:02,elk-anis-test,gravwell_webserver,936,Frontend Running,be54f6d2,Frontend Running,[]
3943,Jul,23,19:25:09,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:25:09Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:09Z ingest/muxer.go:1360']
3944,Jul,23,19:25:09,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:25:09Z ingest/muxer.go:1368 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:25:09Z ingest/muxer.go:1368']
3945,Jul,23,19:25:09,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:25:09Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:09Z ingest/muxer.go:1370']
3946,Jul,23,19:25:09,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:25:09Z ingest/muxer.go:1378 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:25:09Z ingest/muxer.go:1378']
3947,Jul,23,19:25:09,elk-anis-test,gravwell_collectd,937,2021-07-23T19:25:09Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:09Z ingest/muxer.go:1360']
3948,Jul,23,19:25:09,elk-anis-test,gravwell_collectd,937,2021-07-23T19:25:09Z ingest/muxer.go:1368 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:25:09Z ingest/muxer.go:1368']
3949,Jul,23,19:25:09,elk-anis-test,gravwell_network_capture,928,2021-07-23T19:25:09Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:09Z ingest/muxer.go:1370']
3950,Jul,23,19:25:09,elk-anis-test,gravwell_network_capture,928,2021-07-23T19:25:09Z ingest/muxer.go:1378 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:25:09Z ingest/muxer.go:1378']
3951,Jul,23,19:25:09,elk-anis-test,gravwell_netflow_capture,939,2021-07-23T19:25:09Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:09Z ingest/muxer.go:1360']
3952,Jul,23,19:25:09,elk-anis-test,gravwell_netflow_capture,939,2021-07-23T19:25:09Z ingest/muxer.go:1368 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:25:09Z ingest/muxer.go:1368']
3953,Jul,23,19:25:09,elk-anis-test,gravwell_http_ingester,934,2021-07-23T19:25:09Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:09Z ingest/muxer.go:1370']
3954,Jul,23,19:25:09,elk-anis-test,gravwell_http_ingester,934,2021-07-23T19:25:09Z ingest/muxer.go:1378 WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,40cbdee0,<*> <*> WARN Connection error on pipe:///opt/gravwell/comms/pipe: dial unix /opt/gravwell/comms/pipe: connect: no such file or directory,['2021-07-23T19:25:09Z ingest/muxer.go:1378']
3955,Jul,23,19:25:16,elk-anis-test,systemd,1,systemd-hostnamed.service: Succeeded.,d46c33c4,systemd-hostnamed.service: Succeeded.,[]
3956,Jul,23,19:25:19,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:25:19Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1360']
3957,Jul,23,19:25:19,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:25:19Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1370']
3958,Jul,23,19:25:19,elk-anis-test,gravwell_file_follow,932,"2021-07-23T19:25:19Z ingest/muxer.go:1378 INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",32bbe5a9,"<*> <*> INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",['2021-07-23T19:25:19Z ingest/muxer.go:1378']
3959,Jul,23,19:25:19,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:25:19Z ingest/muxer.go:1426 INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,95afb8e9,<*> <*> INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,['2021-07-23T19:25:19Z ingest/muxer.go:1426']
3960,Jul,23,19:25:19,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:25:19Z ingest/muxer.go:1005 INFO connected to pipe:///opt/gravwell/comms/pipe,c908e427,<*> <*> INFO connected to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1005']
3961,Jul,23,19:25:19,elk-anis-test,gravwell_file_follow,932,2021-07-23T19:25:19Z ingest/muxer.go:704 INFO Ingester filefollow has gone hot,096b9bb7,<*> <*> INFO Ingester <*> has gone hot,"['2021-07-23T19:25:19Z ingest/muxer.go:704', 'filefollow']"
3962,Jul,23,19:25:19,elk-anis-test,gravwell_simple_relay,929,"2021-07-23T19:25:19Z ingest/muxer.go:1388 INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",32bbe5a9,"<*> <*> INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",['2021-07-23T19:25:19Z ingest/muxer.go:1388']
3963,Jul,23,19:25:19,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:25:19Z ingest/muxer.go:1436 INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,95afb8e9,<*> <*> INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,['2021-07-23T19:25:19Z ingest/muxer.go:1436']
3964,Jul,23,19:25:19,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:25:19Z ingest/muxer.go:1015 INFO connected to pipe:///opt/gravwell/comms/pipe,c908e427,<*> <*> INFO connected to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1015']
3965,Jul,23,19:25:19,elk-anis-test,gravwell_simple_relay,929,2021-07-23T19:25:19Z ingest/muxer.go:714 INFO Ingester simplerelay has gone hot,096b9bb7,<*> <*> INFO Ingester <*> has gone hot,"['2021-07-23T19:25:19Z ingest/muxer.go:714', 'simplerelay']"
3966,Jul,23,19:25:19,elk-anis-test,gravwell_simple_relay,929,"2021-07-23T19:25:19Z SimpleRelay/simple.go:149 FATAL Failed to listen on ""0.0.0.0:514"" via udp for syslogudp: listen udp 0.0.0.0:514: bind: address already in use",72e824f5,"<*> SimpleRelay/simple.go:149 FATAL Failed to listen on ""<*>:514"" via udp for syslogudp: listen udp <*>:514: bind: address already in use","['2021-07-23T19:25:19Z', '0.0.0.0', '0.0.0.0']"
3967,Jul,23,19:25:19,elk-anis-test,gravwell_collectd,937,2021-07-23T19:25:19Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1360']
3968,Jul,23,19:25:19,elk-anis-test,gravwell_network_capture,928,2021-07-23T19:25:19Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1370']
3969,Jul,23,19:25:19,elk-anis-test,gravwell_netflow_capture,939,2021-07-23T19:25:19Z ingest/muxer.go:1360 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1360']
3970,Jul,23,19:25:19,elk-anis-test,gravwell_collectd,937,"2021-07-23T19:25:19Z ingest/muxer.go:1378 INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",32bbe5a9,"<*> <*> INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",['2021-07-23T19:25:19Z ingest/muxer.go:1378']
3971,Jul,23,19:25:19,elk-anis-test,gravwell_collectd,937,2021-07-23T19:25:19Z ingest/muxer.go:1426 INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,95afb8e9,<*> <*> INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,['2021-07-23T19:25:19Z ingest/muxer.go:1426']
3972,Jul,23,19:25:19,elk-anis-test,gravwell_collectd,937,2021-07-23T19:25:19Z ingest/muxer.go:1005 INFO connected to pipe:///opt/gravwell/comms/pipe,c908e427,<*> <*> INFO connected to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1005']
3973,Jul,23,19:25:19,elk-anis-test,gravwell_collectd,937,2021-07-23T19:25:19Z ingest/muxer.go:704 INFO Ingester collectd has gone hot,096b9bb7,<*> <*> INFO Ingester <*> has gone hot,"['2021-07-23T19:25:19Z ingest/muxer.go:704', 'collectd']"
3974,Jul,23,19:25:19,elk-anis-test,gravwell_netflow_capture,939,"2021-07-23T19:25:19Z ingest/muxer.go:1378 INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",32bbe5a9,"<*> <*> INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",['2021-07-23T19:25:19Z ingest/muxer.go:1378']
3975,Jul,23,19:25:19,elk-anis-test,gravwell_netflow_capture,939,2021-07-23T19:25:19Z ingest/muxer.go:1426 INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,95afb8e9,<*> <*> INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,['2021-07-23T19:25:19Z ingest/muxer.go:1426']
3976,Jul,23,19:25:19,elk-anis-test,gravwell_netflow_capture,939,2021-07-23T19:25:19Z ingest/muxer.go:1005 INFO connected to pipe:///opt/gravwell/comms/pipe,c908e427,<*> <*> INFO connected to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1005']
3977,Jul,23,19:25:19,elk-anis-test,systemd,1,gravwell_simple_relay.service: Succeeded.,b9561a7b,gravwell_simple_relay.service: Succeeded.,[]
3978,Jul,23,19:25:19,elk-anis-test,gravwell_http_ingester,934,2021-07-23T19:25:19Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1370']
3979,Jul,23,19:25:19,elk-anis-test,gravwell_network_capture,928,"2021-07-23T19:25:19Z ingest/muxer.go:1388 INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",32bbe5a9,"<*> <*> INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",['2021-07-23T19:25:19Z ingest/muxer.go:1388']
3980,Jul,23,19:25:19,elk-anis-test,gravwell_network_capture,928,2021-07-23T19:25:19Z ingest/muxer.go:1436 INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,95afb8e9,<*> <*> INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,['2021-07-23T19:25:19Z ingest/muxer.go:1436']
3981,Jul,23,19:25:19,elk-anis-test,gravwell_network_capture,928,2021-07-23T19:25:19Z ingest/muxer.go:1015 INFO connected to pipe:///opt/gravwell/comms/pipe,c908e427,<*> <*> INFO connected to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1015']
3982,Jul,23,19:25:19,elk-anis-test,gravwell_http_ingester,934,"2021-07-23T19:25:19Z ingest/muxer.go:1388 INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",32bbe5a9,"<*> <*> INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",['2021-07-23T19:25:19Z ingest/muxer.go:1388']
3983,Jul,23,19:25:19,elk-anis-test,gravwell_http_ingester,934,2021-07-23T19:25:19Z ingest/muxer.go:1436 INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,95afb8e9,<*> <*> INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,['2021-07-23T19:25:19Z ingest/muxer.go:1436']
3984,Jul,23,19:25:19,elk-anis-test,gravwell_http_ingester,934,2021-07-23T19:25:19Z ingest/muxer.go:1015 INFO connected to pipe:///opt/gravwell/comms/pipe,c908e427,<*> <*> INFO connected to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:19Z ingest/muxer.go:1015']
3985,Jul,23,19:25:20,elk-anis-test,systemd,1,"gravwell_simple_relay.service: Service RestartSec=100ms expired, scheduling restart.",81cb2bdb,"gravwell_simple_relay.service: Service RestartSec=100ms expired, scheduling restart.",[]
3986,Jul,23,19:25:20,elk-anis-test,systemd,1,"gravwell_simple_relay.service: Scheduled restart job, restart counter is at 1.",b95415d4,"gravwell_simple_relay.service: Scheduled restart job, restart counter is at <*>",['1.']
3987,Jul,23,19:25:20,elk-anis-test,systemd,1,Stopped Gravwell Log Relay Service.,942f17ea,Stopped Gravwell Log Relay Service.,[]
3988,Jul,23,19:25:20,elk-anis-test,systemd,1,Started Gravwell Log Relay Service.,2c6ce340,Started Gravwell <*> <*> Service.,['Log Relay']
3989,Jul,23,19:25:20,elk-anis-test,gravwell_simple_relay,1334,2021-07-23T19:25:20Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:20Z ingest/muxer.go:1370']
3990,Jul,23,19:25:20,elk-anis-test,gravwell_simple_relay,1334,"2021-07-23T19:25:20Z ingest/muxer.go:1388 INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",32bbe5a9,"<*> <*> INFO Connection to pipe:///opt/gravwell/comms/pipe established, completing negotiation & requesting approval to ingest",['2021-07-23T19:25:20Z ingest/muxer.go:1388']
3991,Jul,23,19:25:20,elk-anis-test,gravwell_simple_relay,1334,2021-07-23T19:25:20Z ingest/muxer.go:1436 INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,95afb8e9,<*> <*> INFO Successfully connected to pipe:///opt/gravwell/comms/pipe with ingest OK,['2021-07-23T19:25:20Z ingest/muxer.go:1436']
3992,Jul,23,19:25:20,elk-anis-test,gravwell_simple_relay,1334,2021-07-23T19:25:20Z ingest/muxer.go:1015 INFO connected to pipe:///opt/gravwell/comms/pipe,c908e427,<*> <*> INFO connected to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:20Z ingest/muxer.go:1015']
3993,Jul,23,19:25:20,elk-anis-test,gravwell_simple_relay,1334,2021-07-23T19:25:20Z ingest/muxer.go:714 INFO Ingester simplerelay has gone hot,096b9bb7,<*> <*> INFO Ingester <*> has gone hot,"['2021-07-23T19:25:20Z ingest/muxer.go:714', 'simplerelay']"
3994,Jul,23,19:25:20,elk-anis-test,gravwell_simple_relay,1334,"2021-07-23T19:25:20Z SimpleRelay/simple.go:149 FATAL Failed to listen on ""0.0.0.0:514"" via udp for syslogudp: listen udp 0.0.0.0:514: bind: address already in use",72e824f5,"<*> SimpleRelay/simple.go:149 FATAL Failed to listen on ""<*>:514"" via udp for syslogudp: listen udp <*>:514: bind: address already in use","['2021-07-23T19:25:20Z', '0.0.0.0', '0.0.0.0']"
3995,Jul,23,19:25:20,elk-anis-test,systemd,1,gravwell_simple_relay.service: Succeeded.,b9561a7b,gravwell_simple_relay.service: Succeeded.,[]
3996,Jul,23,19:25:20,elk-anis-test,systemd,1,"gravwell_simple_relay.service: Service RestartSec=100ms expired, scheduling restart.",81cb2bdb,"gravwell_simple_relay.service: Service RestartSec=100ms expired, scheduling restart.",[]
3997,Jul,23,19:25:20,elk-anis-test,systemd,1,"gravwell_simple_relay.service: Scheduled restart job, restart counter is at 2.",b95415d4,"gravwell_simple_relay.service: Scheduled restart job, restart counter is at <*>",['2.']
3998,Jul,23,19:25:20,elk-anis-test,systemd,1,Stopped Gravwell Log Relay Service.,942f17ea,Stopped Gravwell Log Relay Service.,[]
3999,Jul,23,19:25:20,elk-anis-test,systemd,1,Started Gravwell Log Relay Service.,2c6ce340,Started Gravwell <*> <*> Service.,['Log Relay']
4000,Jul,23,19:25:20,elk-anis-test,gravwell_simple_relay,1347,2021-07-23T19:25:20Z ingest/muxer.go:1370 INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,d80cd549,<*> <*> INFO Initializing connection to pipe:///opt/gravwell/comms/pipe,['2021-07-23T19:25:20Z ingest/muxer.go:1370']
